season,player_id,first_name,last_name,player_name,position,height_wo_shoes,wingspan,standing reach,body fat pct,standing vertical leap,maximum vertical leap,lane agility time,three quarter sprint,bench press
2022,1631212,Peyton,Watson,Peyton Watson,SF,6' 6.75'',84.5,107.5,5.2,28,33.5,11.03,3.28,NULL
2022,1631104,Blake,Wesley,Blake Wesley,SG,6' 3.00'',81.25,103,5.6,30,36,11.55,3.21,NULL
2022,1631214,Alondes,Williams,Alondes Williams,SG,6' 3.75'',79,102,7.2,30,35.5,10.96,3.15,NULL
2022,1631114,Jalen,Williams,Jalen Williams,SG,6' 4.50'',86.25,105.5,8.9,33.5,39,11.13,3.11,NULL
2022,1631119,Jaylin,Williams,Jaylin Williams,C,6' 8.75'',85,108.5,8,24.5,30,11.64,3.5,NULL
2022,1630652,Trevion,Williams,Trevion Williams,C,6' 7.25'',86.75,108.5,10.8,27.5,30,12.75,3.48,NULL
2022,1631258,Bryson,Williams,Bryson Williams,PF-C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022,1631109,Mark,Williams,Mark Williams,C,7' 0.00'',90.5,117,5.4,NULL,NULL,NULL,NULL,NULL
2022,1630592,Jalen,Wilson,Jalen Wilson,SF-PF,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022,1630855,Fanbo,Zeng,Fanbo Zeng,SF-PF,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2023,1641725,Trey,Alexander,Trey Alexander,SG,6' 3.25'',82,101.5,NULL,29.5,34,11.6,3.35,NULL
2023,1641735,Amari,Bailey,Amari Bailey,SG,6' 3.25'',79,103.5,NULL,28.5,35,11.34,3.19,NULL
2023,1641734,Emoni,Bates,Emoni Bates,SF,6' 8.25'',81,105,NULL,27,32.5,11.54,3.49,NULL
2023,1641736,Reece,Beekman,Reece Beekman,PG,6' 1.50'',79,100.5,NULL,30.5,38,10.99,3.14,NULL
2023,1641710,Anthony,Black,Anthony Black,PG,6' 5.75'',79.5,102.5,NULL,32,39,11.04,3.35,NULL
2023,1641737,Adem,Bona,Adem Bona,C,6' 8.25'',NULL,110.5,NULL,NULL,NULL,NULL,NULL,NULL
2023,1641738,Kobe,Brown,Kobe Brown,PF,6' 6.50'',84.75,106.5,NULL,28.5,32,11.39,3.33,NULL
2023,1641723,Kobe,Bufkin,Kobe Bufkin,SG,6' 4.25'',79.75,102.5,NULL,29,36,11.71,3.26,NULL
2023,1641739,Toumani,Camara,Toumani Camara,PF,6' 7.00'',84.5,107,NULL,28.5,33,10.7,3.41,NULL
2023,1631321,Sidy,Cissoko,Sidy Cissoko,SF,6' 5.50'',81.75,104,NULL,30.5,35.5,11.24,3.31,NULL
2023,1641740,Jaylen,Clark,Jaylen Clark,SG,6' 4.00'',81,101.5,NULL,NULL,NULL,NULL,NULL,NULL
2023,1641730,Noah,Clowney,Noah Clowney,PF,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2023,1641731,Bilal,Coulibaly,Bilal Coulibaly,SG-SF,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2023,1641741,Ricky,Council IV,Ricky Council IV,SF,6' 5.00'',81,103,NULL,30.5,37,11.2,3.33,NULL
2023,1641711,Gradey,Dick,Gradey Dick,SG,6' 6.25'',80.75,101,NULL,29,34,11.13,3.5,NULL
2023,1641743,Nikola,Djurisic,Nikola Djurisic,SF,6' 7.00'',80.25,102,NULL,NULL,NULL,NULL,NULL,NULL
2023,1641744,Zach,Edey,Zach Edey,C,7' 3.25'',94.5,115.5,NULL,26,29.5,11.37,3.45,NULL
2023,1641745,Adam,Flagler,Adam Flagler,PG,6' 1.00'',76.5,97,NULL,31,36,10.96,3.24,NULL
2023,1641718,Keyonte,George,Keyonte George,SG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2023,1631243,Mouhamed,Gueye,Mouhamed Gueye,C,6' 10.25'',87.25,110.5,NULL,NULL,NULL,NULL,NULL,NULL
2023,1641722,Jordan,Hawkins,Jordan Hawkins,SG,6' 4.25'',78.75,101.5,NULL,NULL,NULL,NULL,NULL,NULL
2023,1641746,Coleman,Hawkins,Coleman Hawkins,PF,6' 8.50'',84.25,108.5,NULL,26.5,32.5,12.14,3.37,NULL
2023,1630703,Scoot,Henderson,Scoot Henderson,PG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2023,1641707,Taylor,Hendricks,Taylor Hendricks,PF,6' 8.25'',84.5,107,NULL,32.5,36,11.27,3.32,NULL
2023,1641747,DaRon,Holmes II,DaRon Holmes II,C,6' 9.00'',84.5,109,NULL,29.5,35,11.48,3.2,NULL
2023,1641720,Jalen,Hood-Schifino,Jalen Hood-Schifino,PG,6' 4.25'',82.25,100.5,NULL,NULL,NULL,NULL,NULL,NULL
2023,1641724,Jett,Howard,Jett Howard,SF,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2023,1641713,GG,Jackson,GG Jackson,PF,6' 8.25'',83.5,106,NULL,31,37,11.39,3.21,NULL
2023,1641748,Andre,Jackson Jr.,Andre Jackson Jr.,SF,6' 5.50'',81.75,103,NULL,30.5,39.5,10.83,3.14,NULL
2023,1631218,Trayce,Jackson-Davis,Trayce Jackson-Davis,C,6' 8.25'',85,106,NULL,33,36.5,11.8,3.2,NULL
2023,1631170,Jaime,Jaquez Jr.,Jaime Jaquez Jr.,SF,6' 6.00'',81.5,99.5,NULL,34.5,39,11.21,3.33,NULL
2023,1641749,Keyontae,Johnson,Keyontae Johnson,SF,6' 4.00'',84,103,NULL,NULL,NULL,NULL,NULL,NULL
2023,1641732,Colby,Jones,Colby Jones,SG,6' 4.50'',80,103,NULL,30.5,35,11.14,3.33,NULL
2023,1641750,Ryan,Kalkbrenner,Ryan Kalkbrenner,C,7' 0.75'',89,112.5,NULL,28,30.5,12.27,3.39,NULL
2023,1641751,Arthur,Kaluma,Arthur Kaluma,PF,6' 6.25'',84.5,103.5,NULL,32.5,34.5,11.35,3.44,NULL
2023,1631340,Mojave,King,Mojave King,SG,6' 3.75'',80,101,NULL,33.5,42,11.07,3.18,NULL
2023,1641752,Bobi,Klintman,Bobi Klintman,PF,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2023,1641721,Maxwell,Lewis,Maxwell Lewis,SG,6' 6.25'',84,104.5,NULL,32.5,36.5,11.4,3.43,NULL
2023,1641726,Dereck,Lively Jr.,Dereck Lively Jr.,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2023,1641753,Chris,Livingston,Chris Livingston,SF,6' 6.00'',83.25,104.5,NULL,30.5,37,11.65,3.27,NULL
2023,1641754,Seth,Lundy,Seth Lundy,SF,6' 4.00'',82.25,104,NULL,31.5,35.5,11.02,3.15,NULL
2023,1631256,Kevin,McCullar,Kevin McCullar,SF,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2023,1641756,Mike,Miles Jr.,Mike Miles Jr.,PG,6' 0.75'',72.5,96,NULL,33,37,11.01,3.11,NULL
2023,1641757,Jordan,Miller,Jordan Miller,SF,6' 4.50'',83.75,103.5,NULL,32,36.5,11.43,3.17,NULL
2023,1641706,Brandon,Miller,Brandon Miller,SF,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2023,1631159,Leonard,Miller,Leonard Miller,PF,6' 9.25'',86,106.5,NULL,32,37.5,11,3.33,NULL
2023,1641758,Judah,Mintz,Judah Mintz,PG,6' 3.00'',75.5,98,NULL,28.5,37,10.32,3.24,NULL
2023,1641759,Dillon,Mitchell,Dillon Mitchell,PF,6' 6.75'',82,105,NULL,29,37,10.92,3.32,NULL
2023,1641760,Omari,Moore,Omari Moore,SG,6' 5.25'',81.75,103.5,NULL,29,35.5,10.8,3.22,NULL
2023,1631200,Kris,Murray,Kris Murray,PF,6' 7.75'',83.75,106,NULL,29.5,35,11.11,3.3,NULL
2023,1641761,Grant,Nelson,Grant Nelson,PF,6' 10.00'',84,106.5,NULL,32,35.5,9.99,3.21,NULL
2023,1641762,James,Nnaji,James Nnaji,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2023,1641763,Julian,Phillips,Julian Phillips,SF,6' 6.75'',83.5,102,NULL,36,43,11.09,3.32,NULL
2023,1629618,Jalen,Pickett,Jalen Pickett,PG,6' 2.00'',79.25,98.5,NULL,28.5,33,11.91,3.35,NULL
2023,1641764,Brandin,Podziemski,Brandin Podziemski,SG,6' 3.75'',77.5,96.5,NULL,31.5,39,11.16,3.21,NULL
2023,1641765,Olivier-Maxence,Prosper,Olivier-Maxence Prosper,PF,6' 6.75'',85,104,NULL,35,40.5,10.59,3.21,NULL
2023,1641712,Rayan,Rupert,Rayan Rupert,SF,6' 6.00'',86,106,NULL,27.5,32.5,11.18,3.43,NULL
2023,1641766,Adama,Sanogo,Adama Sanogo,C,6' 7.25'',86.75,108.5,NULL,28.5,31,11.5,3.31,NULL
2023,1631204,Marcus,Sasser,Marcus Sasser,PG,6' 1.25'',79,99.5,NULL,27,35,10.68,3.43,NULL
2023,1641729,Brice,Sensabaugh,Brice Sensabaugh,SF,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2023,1630545,Terrence,Shannon Jr.,Terrence Shannon Jr.,SF,6' 5.50'',80,102,NULL,32,37.5,10.36,3.06,NULL
2023,1641767,Ben,Sheppard,Ben Sheppard,SG,6' 5.25'',79.75,100,NULL,29.5,35.5,10.88,3.17,NULL
2023,1641771,Jalen,Slawson,Jalen Slawson,PF,6' 6.50'',83.75,106,NULL,29,33,11.26,3.29,NULL
2023,1631173,Terquavion,Smith,Terquavion Smith,SG,6' 2.50'',78.75,98,NULL,30,37,10.86,3.21,NULL
2023,1641733,Nick,Smith Jr.,Nick Smith Jr.,SG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2023,1631124,Julian,Strawther,Julian Strawther,SF,6' 6.00'',81.25,105,NULL,27.5,34.5,10.94,3.31,NULL
2023,1641708,Amen,Thompson,Amen Thompson,SG,6' 5.75'',84,103.5,NULL,NULL,NULL,NULL,NULL,NULL
2023,1641709,Ausar,Thompson,Ausar Thompson,SG,6' 5.75'',84,104,NULL,NULL,NULL,NULL,NULL,NULL
2023,1631166,Drew,Timme,Drew Timme,C,6' 8.75'',85.75,108.5,NULL,26,30.5,10.93,3.34,NULL
2023,1641772,Nae'Qwan,Tomlin,Nae'Qwan Tomlin,PF,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2023,1631131,Oscar,Tshiebwe,Oscar Tshiebwe,C,6' 7.25'',87.5,108,NULL,29.5,32.5,12.26,3.32,NULL
2023,1641773,Azuolas,Tubelis,Azuolas Tubelis,PF,6' 8.75'',83,108,NULL,23.5,30.5,11.17,3.5,NULL
2023,1641774,Tristan,Vukcevic,Tristan Vukcevic,C,6' 11.25'',86.5,111,NULL,26,30.5,11.71,3.43,NULL
2023,1641716,Jarace,Walker,Jarace Walker,PF,6' 6.50'',86.5,104.5,NULL,34.5,38,10.89,3.2,NULL
2023,1641717,Cason,Wallace,Cason Wallace,PG,6' 2.50'',80.5,101,NULL,28,36,10.82,3.34,NULL
2023,1641775,Jordan,Walsh,Jordan Walsh,SF,6' 5.75'',85.75,107,NULL,33,36,10.83,3.3,NULL
2023,1641705,Victor,Wembanyama,Victor Wembanyama,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2023,1641727,Dariq,Whitehead,Dariq Whitehead,SG,6' 5.75'',82.25,103.5,NULL,NULL,NULL,NULL,NULL,NULL
2023,1641715,Cam,Whitmore,Cam Whitmore,SF,6' 5.75'',80.5,103.5,NULL,31.5,40.5,10.82,3.2,NULL
2023,1630592,Jalen,Wilson,Jalen Wilson,SF,6' 5.50'',80,99.5,NULL,31.5,35,11.26,3.2,NULL
2023,1631209,Isaiah,Wong,Isaiah Wong,SG,6' 2.50'',78.75,97.5,NULL,32.5,37,10.93,3.22,NULL
